,x,bDataA,bCDF_A,bDataB,bCDF_B,below,on,above,totals,losses,pushes,wins,LPWtotal
888,888,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
889,889,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
890,890,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
891,891,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
892,892,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
893,893,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
894,894,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
895,895,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
896,896,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
897,897,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
898,898,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
899,899,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
900,900,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
901,901,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
902,902,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
903,903,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
904,904,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
905,905,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
906,906,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
907,907,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
908,908,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
909,909,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
910,910,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
911,911,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
912,912,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
913,913,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
914,914,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
915,915,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
916,916,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
917,917,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
918,918,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
919,919,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
920,920,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
921,921,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
922,922,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
923,923,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
924,924,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
925,925,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
926,926,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
927,927,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
928,928,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
929,929,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
930,930,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
931,931,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
932,932,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
933,933,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
934,934,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
935,935,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
936,936,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
937,937,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
938,938,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
939,939,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
940,940,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
941,941,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
942,942,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
943,943,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
944,944,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
945,945,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
946,946,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
947,947,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
948,948,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
949,949,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
950,950,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
951,951,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
952,952,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
953,953,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
954,954,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
955,955,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
956,956,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
957,957,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
958,958,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
959,959,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
960,960,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
961,961,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
962,962,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
963,963,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
964,964,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
965,965,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
966,966,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
967,967,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
968,968,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
969,969,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
970,970,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
971,971,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
972,972,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
973,973,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
974,974,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
975,975,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
976,976,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
977,977,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
978,978,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
979,979,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
980,980,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
981,981,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
982,982,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
983,983,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
984,984,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
985,985,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
986,986,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
987,987,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
988,988,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
989,989,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
990,990,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
991,991,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
992,992,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
993,993,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
994,994,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
995,995,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
996,996,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
997,997,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
998,998,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
999,999,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
