,x,bDataA,bCDF_A,bDataB,bCDF_B,below,on,above,totals,losses,pushes,wins,LPWtotal
250,250,4.775443629524173e-134,0.9999999999999999,3.1634454389058067e-72,0.9999999999999999,,,,,,,,
251,251,5.886220859537647e-135,0.9999999999999999,7.79855602486223e-73,0.9999999999999999,,,,,,,,
252,252,7.226575493095107e-136,0.9999999999999999,1.9148784186190725e-73,0.9999999999999999,,,,,,,,
253,253,8.83707474529224e-137,0.9999999999999999,4.6832593241802585e-74,0.9999999999999999,,,,,,,,
254,254,1.0763939866105138e-137,0.9999999999999999,1.140885232023067e-74,0.9999999999999999,,,,,,,,
255,255,1.305952907771043e-138,0.9999999999999999,2.7684024817868125e-75,0.9999999999999999,,,,,,,,
256,256,1.5782795980243892e-139,0.9999999999999999,6.6913950892266e-76,0.9999999999999999,,,,,,,,
257,257,1.899971909763052e-140,0.9999999999999999,1.6110570822487425e-76,0.9999999999999999,,,,,,,,
258,258,2.2783676446700186e-141,0.9999999999999999,3.863834983822567e-77,0.9999999999999999,,,,,,,,
259,259,2.7215752009493785e-142,0.9999999999999999,9.23094412801674e-78,0.9999999999999999,,,,,,,,
260,260,3.238495179764995e-143,0.9999999999999999,2.196848236481618e-78,0.9999999999999999,,,,,,,,
261,261,3.838830699985308e-144,0.9999999999999999,5.208189500682051e-79,0.9999999999999999,,,,,,,,
262,262,4.5330852296009695e-145,0.9999999999999999,1.2300215505644155e-79,0.9999999999999999,,,,,,,,
263,263,5.33254197103672e-146,0.9999999999999999,2.8939041049475094e-80,0.9999999999999999,,,,,,,,
264,264,6.24922997973856e-147,0.9999999999999999,6.782774497312944e-81,0.9999999999999999,,,,,,,,
265,265,7.295863852798268e-148,0.9999999999999999,1.5837572269142224e-81,0.9999999999999999,,,,,,,,
266,266,8.485768144736953e-149,0.9999999999999999,3.6841225435549065e-82,0.9999999999999999,,,,,,,,
267,267,9.832770706394856e-150,0.9999999999999999,8.537875851230919e-83,0.9999999999999999,,,,,,,,
268,268,1.1351078318525369e-150,0.9999999999999999,1.9712516113571565e-83,0.9999999999999999,,,,,,,,
269,269,1.3055117711893364e-151,0.9999999999999999,4.534367864780146e-84,0.9999999999999999,,,,,,,,
270,270,1.4959358554332679e-152,0.9999999999999999,1.0391540820556651e-84,0.9999999999999999,,,,,,,,
271,271,1.7078100866105792e-153,0.9999999999999999,2.372671250794708e-85,0.9999999999999999,,,,,,,,
272,272,1.942524658282163e-154,0.9999999999999999,5.3975360509829566e-86,0.9999999999999999,,,,,,,,
273,273,2.2014039094572676e-155,0.9999999999999999,1.2233754533369176e-86,0.9999999999999999,,,,,,,,
274,274,2.485678624006935e-156,0.9999999999999999,2.7627146073149758e-87,0.9999999999999999,,,,,,,,
275,275,2.7964563540297744e-157,0.9999999999999999,6.216273432812306e-88,0.9999999999999999,,,,,,,,
276,276,3.1346907088246718e-158,0.9999999999999999,1.393630935460501e-88,0.9999999999999999,,,,,,,,
277,277,3.5011492622913935e-159,0.9999999999999999,3.1131118541549465e-89,0.9999999999999999,,,,,,,,
278,278,3.896381771989092e-160,0.9999999999999999,6.929096656545203e-90,0.9999999999999999,,,,,,,,
279,279,4.320688374057644e-161,0.9999999999999999,1.536735338701883e-90,0.9999999999999999,,,,,,,,
280,280,4.774088909643044e-162,0.9999999999999999,3.3959997874697086e-91,0.9999999999999999,,,,,,,,
281,281,5.256295308885108e-163,0.9999999999999999,7.478042445705329e-92,0.9999999999999999,,,,,,,,
282,282,5.7666843627213424e-164,0.9999999999999999,1.640836725062666e-92,0.9999999999999999,,,,,,,,
283,283,6.304276472465035e-165,0.9999999999999999,3.587611892703252e-93,0.9999999999999999,,,,,,,,
284,284,6.867716764760773e-166,0.9999999999999999,7.816522775383376e-94,0.9999999999999999,,,,,,,,
285,285,7.455262741861512e-167,0.9999999999999999,1.6970521683045543e-94,0.9999999999999999,,,,,,,,
286,286,8.064776135949918e-168,0.9999999999999999,3.67160179476315e-95,0.9999999999999999,,,,,,,,
287,287,8.693722974967977e-169,0.9999999999999999,7.915895852771127e-96,0.9999999999999999,,,,,,,,
288,288,9.339178226772115e-170,0.9999999999999999,1.7007244503971547e-96,0.9999999999999999,,,,,,,,
289,289,9.997838524923861e-171,0.9999999999999999,3.641350025916482e-97,0.9999999999999999,,,,,,,,
290,290,1.0666044161601437e-171,0.9999999999999999,7.769457662934321e-98,0.9999999999999999,,,,,,,,
291,291,1.1339806177046483e-172,0.9999999999999999,1.6520530005012045e-98,0.9999999999999999,,,,,,,,
292,292,1.2014840029302577e-173,0.9999999999999999,3.500800439647932e-99,0.9999999999999999,,,,,,,,
293,293,1.2686608408305542e-174,0.9999999999999999,7.393088661599103e-100,0.9999999999999999,,,,,,,,
294,294,1.3350371698340698e-175,0.9999999999999999,1.5559826660056636e-100,0.9999999999999999,,,,,,,,
295,295,1.4001238171850173e-176,0.9999999999999999,3.263689678602985e-101,0.9999999999999999,,,,,,,,
296,296,1.463422748280375e-177,0.9999999999999999,6.8224951228495915e-102,0.9999999999999999,,,,,,,,
297,297,1.524433168438749e-178,0.9999999999999999,1.4213886371166396e-102,0.9999999999999999,,,,,,,,
298,298,1.5826582217265683e-179,0.9999999999999999,2.9513628442527233e-103,0.9999999999999999,,,,,,,,
299,299,1.6376117288238047e-180,0.9999999999999999,6.107696173019376e-104,0.9999999999999999,,,,,,,,
300,300,1.6888248980991517e-181,0.9999999999999999,1.2597434978962907e-104,0.9999999999999999,,,,,,,,
301,301,1.7358532814198538e-182,0.9999999999999999,2.5896527606897623e-105,0.9999999999999999,,,,,,,,
302,302,1.7782833768275537e-183,0.9999999999999999,5.305917661414621e-106,0.9999999999999999,,,,,,,,
303,303,1.815737895140226e-184,0.9999999999999999,1.0835369166214723e-106,0.9999999999999999,,,,,,,,
304,304,1.8478826843157654e-185,0.9999999999999999,2.205443662984086e-107,0.9999999999999999,,,,,,,,
305,305,1.874430448289236e-186,0.9999999999999999,4.474267242135096e-108,0.9999999999999999,,,,,,,,
306,306,1.8951459388549584e-187,0.9999999999999999,9.047451563351852e-109,0.9999999999999999,,,,,,,,
307,307,1.9098487604106743e-188,0.9999999999999999,1.8235328959268767e-109,0.9999999999999999,,,,,,,,
308,308,1.918416688454408e-189,0.9999999999999999,3.663435810554416e-110,0.9999999999999999,,,,,,,,
309,309,1.9207865893877815e-190,0.9999999999999999,7.335940075286021e-111,0.9999999999999999,,,,,,,,
310,310,1.916955452832853e-191,0.9999999999999999,1.4642650563532548e-111,0.9999999999999999,,,,,,,,
311,311,1.9069803453420754e-192,0.9999999999999999,2.9132980100478295e-112,0.9999999999999999,,,,,,,,
312,312,1.890976662701922e-193,0.9999999999999999,5.777711893377993e-113,0.9999999999999999,,,,,,,,
313,313,1.8691163198618216e-194,0.9999999999999999,1.142186597477899e-113,0.9999999999999999,,,,,,,,
314,314,1.8416248370811197e-195,0.9999999999999999,2.250779294504762e-114,0.9999999999999999,,,,,,,,
315,315,1.8087771858294338e-196,0.9999999999999999,4.42127814037489e-115,0.9999999999999999,,,,,,,,
316,316,1.770893332461094e-197,0.9999999999999999,8.657374124117355e-116,0.9999999999999999,,,,,,,,
317,317,1.7283333327750564e-198,0.9999999999999999,1.6898661489721553e-116,0.9999999999999999,,,,,,,,
318,318,1.6814917567584327e-199,0.9999999999999999,3.2881419706976274e-117,0.9999999999999999,,,,,,,,
319,319,1.6307912449367556e-200,0.9999999999999999,6.378010160967522e-118,0.9999999999999999,,,,,,,,
320,320,1.576676795116178e-201,0.9999999999999999,1.2332767069323892e-118,0.9999999999999999,,,,,,,,
321,321,1.519609066414912e-202,0.9999999999999999,2.377282244174217e-119,0.9999999999999999,,,,,,,,
322,322,1.4600584087241122e-203,0.9999999999999999,4.5682526832208434e-120,0.9999999999999999,,,,,,,,
323,323,1.3984981781252248e-204,0.9999999999999999,8.751304809196473e-121,0.9999999999999999,,,,,,,,
324,324,1.335398989123788e-205,0.9999999999999999,1.671294432306254e-121,0.9999999999999999,,,,,,,,
325,325,1.2712231675802793e-206,0.9999999999999999,3.1819601760274853e-122,0.9999999999999999,,,,,,,,
326,326,1.2064192626716188e-207,0.9999999999999999,6.039517182784097e-123,0.9999999999999999,,,,,,,,
327,327,1.1414175957168362e-208,0.9999999999999999,1.1428244915670902e-123,0.9999999999999999,,,,,,,,
328,328,1.0766256893933702e-209,0.9999999999999999,2.155910519980925e-124,0.9999999999999999,,,,,,,,
329,329,1.0124249200147645e-210,0.9999999999999999,4.054710365980347e-125,0.9999999999999999,,,,,,,,
330,330,9.491674574388376e-212,0.9999999999999999,7.602752773499377e-126,0.9999999999999999,,,,,,,,
331,331,8.87173890588843e-213,0.9999999999999999,1.4212412309259816e-126,0.9999999999999999,,,,,,,,
332,332,8.267316222842039e-214,0.9999999999999999,2.6488332121781812e-127,0.9999999999999999,,,,,,,,
333,333,7.680936364105714e-215,0.9999999999999999,4.921927906347113e-128,0.9999999999999999,,,,,,,,
334,334,7.114781040008169e-216,0.9999999999999999,9.118294979954398e-129,0.9999999999999999,,,,,,,,
335,335,6.570682915314679e-217,0.9999999999999999,1.6841998559931968e-129,0.9999999999999999,,,,,,,,
336,336,6.050133739180227e-218,0.9999999999999999,3.101552298085223e-130,0.9999999999999999,,,,,,,,
337,337,5.5542932380792556e-219,0.9999999999999999,5.69474072263115e-131,0.9999999999999999,,,,,,,,
338,338,5.0840027635478145e-220,0.9999999999999999,1.0425141220827722e-131,0.9999999999999999,,,,,,,,
339,339,4.6398051140228e-221,0.9999999999999999,1.902860388328473e-132,0.9999999999999999,,,,,,,,
340,340,4.221963183746411e-222,0.9999999999999999,3.4630012291749844e-133,0.9999999999999999,,,,,,,,
341,341,3.830483996488993e-223,0.9999999999999999,6.283807519254939e-134,0.9999999999999999,,,,,,,,
342,342,3.4651424898614903e-224,0.9999999999999999,1.1368975663077753e-134,0.9999999999999999,,,,,,,,
343,343,3.125507220096228e-225,0.9999999999999999,2.0509343689823898e-135,0.9999999999999999,,,,,,,,
344,344,2.8109656646603363e-226,0.9999999999999999,3.689077804485152e-136,0.9999999999999999,,,,,,,,
345,345,2.520750660646237e-227,0.9999999999999999,6.61642175883945e-137,0.9999999999999999,,,,,,,,
346,346,2.2539653160928435e-228,0.9999999999999999,1.183236444913369e-137,0.9999999999999999,,,,,,,,
347,347,2.009607100337342e-229,0.9999999999999999,2.1099224012380004e-138,0.9999999999999999,,,,,,,,
348,348,1.7865914769712372e-230,0.9999999999999999,3.751557454300935e-139,0.9999999999999999,,,,,,,,
349,349,1.5837738095364638e-231,0.9999999999999999,6.651360983212074e-140,0.9999999999999999,,,,,,,,
350,350,1.3999688968683818e-232,0.9999999999999999,1.175890187381078e-140,0.9999999999999999,,,,,,,,
351,351,1.2339698074794002e-233,0.9999999999999999,2.0729266279412232e-141,0.9999999999999999,,,,,,,,
352,352,1.0845637983859852e-234,0.9999999999999999,3.643892182297787e-142,0.9999999999999999,,,,,,,,
353,353,9.505469661535773e-236,0.9999999999999999,6.387266132107007e-143,0.9999999999999999,,,,,,,,
354,354,8.307368380586116e-237,0.9999999999999999,1.1164413636477148e-143,0.9999999999999999,,,,,,,,
355,355,7.239828074946489e-238,0.9999999999999999,1.94595019187961e-144,0.9999999999999999,,,,,,,,
356,356,6.291748232145641e-239,0.9999999999999999,3.382250893546984e-145,0.9999999999999999,,,,,,,,
357,357,5.452506586751229e-240,0.9999999999999999,5.86221443936233e-146,0.9999999999999999,,,,,,,,
358,358,4.7120099049402876e-241,0.9999999999999999,1.013217574663449e-146,0.9999999999999999,,,,,,,,
359,359,4.060735854490499e-242,0.9999999999999999,1.746353975413652e-147,0.9999999999999999,,,,,,,,
360,360,3.4897570028245555e-243,0.9999999999999999,3.0016063951013038e-148,0.9999999999999999,,,,,,,,
361,361,2.9907556208586324e-244,0.9999999999999999,5.144823730197228e-149,0.9999999999999999,,,,,,,,
362,362,2.556025888789259e-245,0.9999999999999999,8.79398737760494e-150,0.9999999999999999,,,,,,,,
363,363,2.1784694588691257e-246,0.9999999999999999,1.4990050049463303e-150,0.9999999999999999,,,,,,,,
364,364,1.851581885554548e-247,0.9999999999999999,2.548153276056269e-151,0.9999999999999999,,,,,,,,
365,365,1.5694332624446202e-248,0.9999999999999999,4.319728930462264e-152,0.9999999999999999,,,,,,,,
366,366,1.3266443924901326e-249,0.9999999999999999,7.302964431781377e-153,0.9999999999999999,,,,,,,,
367,367,1.1183588805771081e-250,0.9999999999999999,1.2312801215466878e-153,0.9999999999999999,,,,,,,,
368,368,9.402126080643998e-252,0.9999999999999999,2.070297537530533e-154,0.9999999999999999,,,,,,,,
369,369,7.883015174075926e-253,0.9999999999999999,3.471603159507878e-155,0.9999999999999999,,,,,,,,
370,370,6.591485121455711e-254,0.9999999999999999,5.805665449283088e-156,0.9999999999999999,,,,,,,,
371,371,5.496699175902649e-255,0.9999999999999999,9.682816843256758e-157,0.9999999999999999,,,,,,,,
372,372,4.57142488222605e-256,0.9999999999999999,1.610580189399235e-157,0.9999999999999999,,,,,,,,
373,373,3.791711417114957e-257,0.9999999999999999,2.6717576330362932e-158,0.9999999999999999,,,,,,,,
374,374,3.13657854177401e-258,0.9999999999999999,4.420271722646331e-159,0.9999999999999999,,,,,,,,
375,375,2.5877205772757413e-259,0.9999999999999999,7.293587490685928e-160,0.9999999999999999,,,,,,,,
376,376,2.129226951410411e-260,0.9999999999999999,1.2002640265464713e-160,0.9999999999999999,,,,,,,,
377,377,1.7473222721244639e-261,0.9999999999999999,1.9699666109807968e-161,0.9999999999999999,,,,,,,,
378,378,1.4301235842374023e-262,0.9999999999999999,3.224708325910223e-162,0.9999999999999999,,,,,,,,
379,379,1.1674187852620096e-263,0.9999999999999999,5.264711352283336e-163,0.9999999999999999,,,,,,,,
380,380,9.504633899406594e-265,0.9999999999999999,8.572634321277004e-164,0.9999999999999999,,,,,,,,
381,381,7.717963020204147e-266,0.9999999999999999,1.3922352203490318e-164,0.9999999999999999,,,,,,,,
382,382,6.250741722016684e-267,0.9999999999999999,2.255134737622145e-165,0.9999999999999999,,,,,,,,
383,383,5.049227818603936e-268,0.9999999999999999,3.6433166976430533e-166,0.9999999999999999,,,,,,,,
384,384,4.06804671785125e-269,0.9999999999999999,5.870686742576508e-167,0.9999999999999999,,,,,,,,
385,385,3.269018189719471e-270,0.9999999999999999,9.435204772766272e-168,0.9999999999999999,,,,,,,,
386,386,2.62012573837299e-271,0.9999999999999999,1.512471305176429e-168,0.9999999999999999,,,,,,,,
387,387,2.0946102273546116e-272,0.9999999999999999,2.4182391495553922e-169,0.9999999999999999,,,,,,,,
388,388,1.670180982431947e-273,0.9999999999999999,3.85647552861717e-170,0.9999999999999999,,,,,,,,
389,389,1.3283299055864196e-274,0.9999999999999999,6.134285903277626e-171,0.9999999999999999,,,,,,,,
390,390,1.0537396025794821e-275,0.9999999999999999,9.732454523505437e-172,0.9999999999999999,,,,,,,,
391,391,8.337742469249939e-277,0.9999999999999999,1.5401696993517397e-172,0.9999999999999999,,,,,,,,
392,392,6.580430717054232e-278,0.9999999999999999,2.4311146293123226e-173,0.9999999999999999,,,,,,,,
393,393,5.180284878937264e-279,0.9999999999999999,3.8276813562736746e-174,0.9999999999999999,,,,,,,,
394,394,4.0677031625460365e-280,0.9999999999999999,6.01121697248396e-175,0.9999999999999999,,,,,,,,
395,395,3.1859866039862424e-281,0.9999999999999999,9.41646971061468e-176,0.9999999999999999,,,,,,,,
396,396,2.4890897415450685e-282,0.9999999999999999,1.4713491436808657e-176,0.9999999999999999,,,,,,,,
397,397,1.9397322514174115e-283,0.9999999999999999,2.2932319834339437e-177,0.9999999999999999,,,,,,,,
398,398,1.5078231183570103e-284,0.9999999999999999,3.5652305454654476e-178,0.9999999999999999,,,,,,,,
399,399,1.1691471373942822e-285,0.9999999999999999,5.5288831208343544e-179,0.9999999999999999,,,,,,,,
400,400,9.042756229265244e-287,0.9999999999999999,8.55263778555698e-180,0.9999999999999999,,,,,,,,
401,401,6.97666807550429e-288,0.9999999999999999,1.319709475412181e-180,0.9999999999999999,,,,,,,,
402,402,5.369249548147067e-289,0.9999999999999999,2.0313037973188565e-181,0.9999999999999999,,,,,,,,
403,403,4.1219250108081183e-290,0.9999999999999999,3.1188349703734163e-182,0.9999999999999999,,,,,,,,
404,404,3.156532072033594e-291,0.9999999999999999,4.7767612218400725e-183,0.9999999999999999,,,,,,,,
405,405,2.411274574739807e-292,0.9999999999999999,7.297952133846994e-184,0.9999999999999999,,,,,,,,
406,406,1.8374354135338207e-293,0.9999999999999999,1.112237269817488e-184,0.9999999999999999,,,,,,,,
407,407,1.396719127174306e-294,0.9999999999999999,1.6909293382951116e-185,0.9999999999999999,,,,,,,,
408,408,1.059108097986776e-295,0.9999999999999999,2.564411318375129e-186,0.9999999999999999,,,,,,,,
409,409,8.011398011487117e-297,0.9999999999999999,3.8795979590745596e-187,0.9999999999999999,,,,,,,,
410,410,6.045270895467324e-298,0.9999999999999999,5.854977066122967e-188,0.9999999999999999,,,,,,,,
411,411,4.550563867718299e-299,0.9999999999999999,8.814661984505786e-189,0.9999999999999999,,,,,,,,
412,412,3.417112299479758e-300,0.9999999999999999,1.323825426085611e-189,0.9999999999999999,,,,,,,,
413,413,2.5597668836742884e-301,0.9999999999999999,1.9833661652771242e-190,0.9999999999999999,,,,,,,,
414,414,1.912895496258401e-302,0.9999999999999999,2.9643176933235225e-191,0.9999999999999999,,,,,,,,
415,415,1.426048426722324e-303,0.9999999999999999,4.419761077044533e-192,0.9999999999999999,,,,,,,,
416,416,1.0605522104999649e-304,0.9999999999999999,6.573968066588642e-193,0.9999999999999999,,,,,,,,
417,417,7.868411811429964e-306,0.9999999999999999,9.75469367399785e-194,0.9999999999999999,,,,,,,,
418,418,5.823738371249505e-307,0.9999999999999999,1.4439741812925622e-194,0.9999999999999999,,,,,,,,
419,419,4.300102784230782e-308,0.9999999999999999,2.1323938719577173e-195,0.9999999999999999,,,,,,,,
420,420,3.16752842179097e-309,0.9999999999999999,3.141522157786106e-196,0.9999999999999999,,,,,,,,
421,421,2.3277126520045e-310,0.9999999999999999,4.6172138687221727e-197,0.9999999999999999,,,,,,,,
422,422,1.7065060638884e-311,0.9999999999999999,6.770012611380195e-198,0.9999999999999999,,,,,,,,
423,423,1.2481257605e-312,0.9999999999999999,9.903096390940183e-199,0.9999999999999999,,,,,,,,
424,424,9.1071676925e-314,0.9999999999999999,1.4451968635549608e-199,0.9999999999999999,,,,,,,,
425,425,6.629567794e-315,0.9999999999999999,2.104068673615212e-200,0.9999999999999999,,,,,,,,
426,426,4.81466863e-316,0.9999999999999999,3.056132038857666e-201,0.9999999999999999,,,,,,,,
427,427,3.488424e-317,0.9999999999999999,4.428595505744114e-202,0.9999999999999999,,,,,,,,
428,428,2.5216e-318,0.9999999999999999,6.402416993413495e-203,0.9999999999999999,,,,,,,,
429,429,1.8185e-319,0.9999999999999999,9.234393118622656e-204,0.9999999999999999,,,,,,,,
430,430,1.3083e-320,0.9999999999999999,1.3288059921231453e-204,0.9999999999999999,,,,,,,,
431,431,9.4e-322,0.9999999999999999,1.9076818283805033e-205,0.9999999999999999,,,,,,,,
432,432,7e-323,0.9999999999999999,2.7323968987407954e-206,0.9999999999999999,,,,,,,,
433,433,5e-324,0.9999999999999999,3.9046082637381705e-207,0.9999999999999999,,,,,,,,
434,434,0.0,0.9999999999999999,5.566846726441244e-208,0.9999999999999999,,,,,,,,
435,435,0.0,0.9999999999999999,7.918474288843618e-209,0.9999999999999999,,,,,,,,
436,436,0.0,0.9999999999999999,1.123767518615078e-209,0.9999999999999999,,,,,,,,
437,437,0.0,0.9999999999999999,1.5911696016035766e-210,0.9999999999999999,,,,,,,,
438,438,0.0,0.9999999999999999,2.2478315905322397e-211,0.9999999999999999,,,,,,,,
439,439,0.0,0.9999999999999999,3.168258478115749e-212,0.9999999999999999,,,,,,,,
440,440,0.0,0.9999999999999999,4.455426360610784e-213,0.9999999999999999,,,,,,,,
441,441,0.0,0.9999999999999999,6.25132391378872e-214,0.9999999999999999,,,,,,,,
442,442,0.0,0.9999999999999999,8.751267873874618e-215,0.9999999999999999,,,,,,,,
443,443,0.0,0.9999999999999999,1.2223300797857297e-215,0.9999999999999999,,,,,,,,
444,444,0.0,0.9999999999999999,1.703439508672411e-216,0.9999999999999999,,,,,,,,
445,445,0.0,0.9999999999999999,2.3685790977751772e-217,0.9999999999999999,,,,,,,,
446,446,0.0,0.9999999999999999,3.2860499794210474e-218,0.9999999999999999,,,,,,,,
447,447,0.0,0.9999999999999999,4.5487047218969136e-219,0.9999999999999999,,,,,,,,
448,448,0.0,0.9999999999999999,6.282475591125718e-220,0.9999999999999999,,,,,,,,
449,449,0.0,0.9999999999999999,8.657759012378367e-221,0.9999999999999999,,,,,,,,
450,450,0.0,0.9999999999999999,1.1904577741359852e-221,0.9999999999999999,,,,,,,,
451,451,0.0,0.9999999999999999,1.633271612504096e-222,0.9999999999999999,,,,,,,,
452,452,0.0,0.9999999999999999,2.2358410339947716e-223,0.9999999999999999,,,,,,,,
453,453,0.0,0.9999999999999999,3.053962015817795e-224,0.9999999999999999,,,,,,,,
454,454,0.0,0.9999999999999999,4.162254673680685e-225,0.9999999999999999,,,,,,,,
455,455,0.0,0.9999999999999999,5.660282247200559e-226,0.9999999999999999,,,,,,,,
456,456,0.0,0.9999999999999999,7.680580666645037e-227,0.9999999999999999,,,,,,,,
457,457,0.0,0.9999999999999999,1.0399168971805083e-227,0.9999999999999999,,,,,,,,
458,458,0.0,0.9999999999999999,1.404927411339336e-228,0.9999999999999999,,,,,,,,
459,459,0.0,0.9999999999999999,1.8939212538861006e-229,0.9999999999999999,,,,,,,,
460,460,0.0,0.9999999999999999,2.5475620000980745e-230,0.9999999999999999,,,,,,,,
461,461,0.0,0.9999999999999999,3.419357247133686e-231,0.9999999999999999,,,,,,,,
462,462,0.0,0.9999999999999999,4.579553331294176e-232,0.9999999999999999,,,,,,,,
463,463,0.0,0.9999999999999999,6.120158735896398e-233,0.9999999999999999,,,,,,,,
464,464,0.0,0.9999999999999999,8.161410914934248e-234,0.9999999999999999,,,,,,,,
465,465,0.0,0.9999999999999999,1.0860074745763303e-234,0.9999999999999999,,,,,,,,
466,466,0.0,0.9999999999999999,1.4420070253811617e-235,0.9999999999999999,,,,,,,,
467,467,0.0,0.9999999999999999,1.9106050592379887e-236,0.9999999999999999,,,,,,,,
468,468,0.0,0.9999999999999999,2.526070620946393e-237,0.9999999999999999,,,,,,,,
469,469,0.0,0.9999999999999999,3.332675463643958e-238,0.9999999999999999,,,,,,,,
470,470,0.0,0.9999999999999999,4.387483661640411e-239,0.9999999999999999,,,,,,,,
471,471,0.0,0.9999999999999999,5.76387985629417e-240,0.9999999999999999,,,,,,,,
472,472,0.0,0.9999999999999999,7.556021550964692e-241,0.9999999999999999,,,,,,,,
473,473,0.0,0.9999999999999999,9.884445181798137e-242,0.9999999999999999,,,,,,,,
474,474,0.0,0.9999999999999999,1.2903102969864273e-242,0.9999999999999999,,,,,,,,
475,475,0.0,0.9999999999999999,1.680818191977895e-243,0.9999999999999999,,,,,,,,
476,476,0.0,0.9999999999999999,2.1849119668242816e-244,0.9999999999999999,,,,,,,,
477,477,0.0,0.9999999999999999,2.83423373469854e-245,0.9999999999999999,,,,,,,,
478,478,0.0,0.9999999999999999,3.6688321257922817e-246,0.9999999999999999,,,,,,,,
479,479,0.0,0.9999999999999999,4.7392799676697855e-247,0.9999999999999999,,,,,,,,
480,480,0.0,0.9999999999999999,6.109295606210996e-248,0.9999999999999999,,,,,,,,
481,481,0.0,0.9999999999999999,7.858977652156258e-249,0.9999999999999999,,,,,,,,
482,482,0.0,0.9999999999999999,1.0088787127857695e-249,0.9999999999999999,,,,,,,,
483,483,0.0,0.9999999999999999,1.2924440260917874e-250,0.9999999999999999,,,,,,,,
484,484,0.0,0.9999999999999999,1.652289992207353e-251,0.9999999999999999,,,,,,,,
485,485,0.0,0.9999999999999999,2.10796979268587e-252,0.9999999999999999,,,,,,,,
486,486,0.0,0.9999999999999999,2.683786268891654e-253,0.9999999999999999,,,,,,,,
487,487,0.0,0.9999999999999999,3.409877314318206e-254,0.9999999999999999,,,,,,,,
488,488,0.0,0.9999999999999999,4.323532113493856e-255,0.9999999999999999,,,,,,,,
489,489,0.0,0.9999999999999999,5.470783547718533e-256,0.9999999999999999,,,,,,,,
490,490,0.0,0.9999999999999999,6.908330935145675e-257,0.9999999999999999,,,,,,,,
491,491,0.0,0.9999999999999999,8.70585225939163e-258,0.9999999999999999,,,,,,,,
492,492,0.0,0.9999999999999999,1.0948781994083388e-258,0.9999999999999999,,,,,,,,
493,493,0.0,0.9999999999999999,1.3741637244374696e-259,0.9999999999999999,,,,,,,,
494,494,0.0,0.9999999999999999,1.721198979330867e-260,0.9999999999999999,,,,,,,,
495,495,0.0,0.9999999999999999,2.1515200370091418e-261,0.9999999999999999,,,,,,,,
496,496,0.0,0.9999999999999999,2.684004324527699e-262,0.9999999999999999,,,,,,,,
497,497,0.0,0.9999999999999999,3.341537012142148e-263,0.9999999999999999,,,,,,,,
498,498,0.0,0.9999999999999999,4.1517991559467305e-264,0.9999999999999999,,,,,,,,
499,499,0.0,0.9999999999999999,5.148197252614177e-265,0.9999999999999999,,,,,,,,
500,500,0.0,0.9999999999999999,6.370954801219274e-266,0.9999999999999999,,,,,,,,
501,501,0.0,0.9999999999999999,7.868394389594583e-267,0.9999999999999999,,,,,,,,
502,502,0.0,0.9999999999999999,9.698435928731008e-268,0.9999999999999999,,,,,,,,
503,503,0.0,0.9999999999999999,1.1930344250538597e-268,0.9999999999999999,,,,,,,,
504,504,0.0,0.9999999999999999,1.4646762476870276e-269,0.9999999999999999,,,,,,,,
505,505,0.0,0.9999999999999999,1.7946074413255806e-270,0.9999999999999999,,,,,,,,
506,506,0.0,0.9999999999999999,2.194512685001775e-271,0.9999999999999999,,,,,,,,
507,507,0.0,0.9999999999999999,2.6782385333091363e-272,0.9999999999999999,,,,,,,,
508,508,0.0,0.9999999999999999,3.2621554211691214e-273,0.9999999999999999,,,,,,,,
509,509,0.0,0.9999999999999999,3.965572522257434e-274,0.9999999999999999,,,,,,,,
510,510,0.0,0.9999999999999999,4.8112149316488415e-275,0.9999999999999999,,,,,,,,
511,511,0.0,0.9999999999999999,5.8257635278402655e-276,0.9999999999999999,,,,,,,,
512,512,0.0,0.9999999999999999,7.040473163831672e-277,0.9999999999999999,,,,,,,,
513,513,0.0,0.9999999999999999,8.491871244115513e-278,0.9999999999999999,,,,,,,,
514,514,0.0,0.9999999999999999,1.0222548241214273e-278,0.9999999999999999,,,,,,,,
515,515,0.0,0.9999999999999999,1.228204814128438e-279,0.9999999999999999,,,,,,,,
516,516,0.0,0.9999999999999999,1.4727869396415908e-280,0.9999999999999999,,,,,,,,
517,517,0.0,0.9999999999999999,1.7626584224306665e-281,0.9999999999999999,,,,,,,,
518,518,0.0,0.9999999999999999,2.105509283730874e-282,0.9999999999999999,,,,,,,,
519,519,0.0,0.9999999999999999,2.5102012568595745e-283,0.9999999999999999,,,,,,,,
520,520,0.0,0.9999999999999999,2.9869220270505835e-284,0.9999999999999999,,,,,,,,
521,521,0.0,0.9999999999999999,3.547356369836809e-285,0.9999999999999999,,,,,,,,
522,522,0.0,0.9999999999999999,4.204873784578683e-286,0.9999999999999999,,,,,,,,
523,523,0.0,0.9999999999999999,4.97473393591146e-287,0.9999999999999999,,,,,,,,
524,524,0.0,0.9999999999999999,5.874313495913861e-288,0.9999999999999999,,,,,,,,
525,525,0.0,0.9999999999999999,6.923351064913956e-289,0.9999999999999999,,,,,,,,
526,526,0.0,0.9999999999999999,8.144212823031898e-290,0.9999999999999999,,,,,,,,
